-8.434431213915956960e+00,-1.522438186471470090e+01,-2.224668335807953667e+01,-2.932275365382895416e+01,-3.625674652999566661e+01,-4.257203388913768549e+01,-4.680420339344010472e+01,-4.500313415733342026e+01,-3.117783686188926140e+01,-9.948960952327979612e+00,7.701700614267537048e-01
5.230069182773746661e-01,-4.302710941406473921e+00,-1.023555283186263409e+01,-1.678710154189184323e+01,-2.353784994446087353e+01,-2.995750632094598132e+01,-3.478545587883564849e+01,-3.471792046156213019e+01,-2.458671227905074375e+01,-7.780384246710127627e+00,8.390212874655134101e-01
9.159665681661493863e+00,8.563783326368536564e+00,5.718497195304493630e+00,9.378063158380882669e-01,-5.021938696891510290e+00,-1.130576091502322811e+01,-1.668604013806506714e+01,-1.849799566231158110e+01,-1.262519992764103449e+01,-1.638416119809534166e+00,3.015467975911775511e+00
4.901311811654451844e+00,5.965536971619592066e+00,5.229554834267709396e+00,2.314647424099518958e+00,-2.370406688963697661e+00,-7.994998304058100302e+00,-1.330362297095950908e+01,-1.578058458207675585e+01,-1.151238362947884752e+01,-2.197045151923276762e+00,2.164242713407531937e+00
7.692693553194896339e+00,8.296120104923211613e+00,7.843324734371158513e+00,5.838232434726450037e+00,2.072773496246270497e+00,-3.006613018248003755e+00,-8.186854596482675106e+00,-1.100343986502468852e+01,-7.763740898873265905e+00,-3.014566623050995986e-02,3.068099649421057507e+00
7.253224209084958574e+00,9.520366199755827097e+00,1.061643051734309040e+01,9.843537425254986317e+00,7.033700188440022316e+00,2.633116678445716730e+00,-2.295194835834450942e+00,-5.542333236782297945e+00,-3.714428310976103376e+00,2.012132484934085142e+00,3.765378087957330422e+00
3.012072103555816671e+00,5.370553999780639742e+00,7.917534953665320785e+00,9.592993027811267837e+00,9.437074688755316743e+00,7.153509903998809705e+00,3.372496090288507276e+00,-7.150374575388696030e-03,1.222002097660492836e-01,3.429291086624488116e+00,3.924934778799723745e+00
4.558138571304759523e-01,1.153112108776830347e+00,2.453600979896471301e+00,4.177046443213946247e+00,5.526415975993227647e+00,5.484357238876413021e+00,3.662064581919281636e+00,1.171987285897088782e+00,7.686980106154379655e-01,2.954822445083792104e+00,3.234734587475301737e+00
2.399116100705561472e+00,3.963802587008660616e+00,5.691291074834332164e+00,7.171882707999362339e+00,7.835374498647581731e+00,7.090990326803314758e+00,4.794496073237709766e+00,2.099988501931164819e+00,1.739979596531270545e+00,3.924715075518449225e+00,3.863490023397346818e+00
1.122259622021215542e+00,2.001785673557714418e+00,2.930375018658654795e+00,3.591542586921448788e+00,3.617515535335861898e+00,2.603569299659056924e+00,5.076757498719786099e-01,-1.490669279216618293e+00,-6.842293173693292374e-01,2.795054105439547243e+00,3.506084866161856439e+00
